LaptopID,Company,Product,TypeName,Inches,ScreenResolution,CPU,RAM,Memory,GPU,OS,Weight,Price in Rs
498,toshiba,portege x30-d-10l,ultrabook,13.3,full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,32,512gb ssd,intel hd graphics 620,windows,1.05kg,302292.0
499,asus,vivobook pro,gaming,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows,1.99kg,145800.0
500,acer,aspire 5,notebook,15.6,1366x768,amd a10-series 9620p 2.5ghz,8,1tb hdd,amd radeon rx 540,windows,2.2kg,62532.0
501,asus,rog g752vl-uh71t,gaming,17.3,ips panel full hd / touchscreen 1920x1080,intel core i7 6700hq 2.6ghz,24,256gb ssd +  1tb hdd,nvidia geforce gtx 965m,windows,4.33kg,137052.0
502,lenovo,thinkpad x260,ultrabook,12.5,ips panel 1366x768,intel core i5 6200u 2.3ghz,8,180gb ssd,intel hd graphics 520,windows,1.3kg,118692.0
503,lenovo,ideapad 520-15ikbr,notebook,15.6,full hd 1920x1080,intel core i7 8550u 1.8ghz,8,256gb ssd,intel uhd graphics 620,windows,2.17kg,97081.2
504,hp,elitebook 840,notebook,14.0,full hd 1920x1080,intel core i7 7600u 2.8ghz,8,1tb ssd,intel hd graphics 620,windows,1.48kg,188892.0
505,lenovo,thinkpad 13,notebook,13.3,ips panel full hd 1920x1080,intel core i3 7100u 2.4ghz,8,256gb ssd,intel hd graphics 620,windows,1.4kg,102492.0
506,lenovo,thinkpad l570,notebook,15.6,ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,2.3kg,98388.0
507,asus,vivobook e201na,netbook,11.6,1366x768,intel celeron dual core n3350 1.1ghz,4,64gb flash storage,intel hd graphics 500,windows s,1.2kg,36720.0
508,hp,15-bs026nv (i5-7200u/8gb/256gb/radeon,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,8,256gb ssd,amd radeon 520,windows,1.91kg,66850.92
509,lenovo,yoga 920-13ikb,2 in 1 convertible,13.9,ips panel full hd / touchscreen 1920x1080,intel core i5 8250u 1.6ghz,8,256gb ssd,intel uhd graphics 620,windows,1.4kg,172692.0
510,lenovo,ideapad 320-14iap,notebook,14.0,1366x768,intel celeron dual core n3350 1.1ghz,4,500gb hdd,intel hd graphics 500,windows,2.1kg,32292.0
511,lenovo,chromebook n23,netbook,11.6,1366x768,intel celeron dual core n3060 1.6ghz,4,16gb ssd,intel hd graphics 400,chrome os,1.25kg,28620.0
512,lenovo,thinkpad 13,notebook,13.3,full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,1.44kg,102492.0
513,asus,zenbook ux510ux-cn211t,notebook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,8,256gb ssd +  1tb hdd,intel hd graphics 620,windows,2kg,132192.0
514,acer,aspire a515-51g-59qf,notebook,15.6,ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,4,1tb hdd,nvidia geforce mx150,windows,2.2kg,66204.0
515,hp,envy 13-ab002nv,ultrabook,13.3,ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,8,512gb ssd,intel hd graphics 620,windows,1.34kg,142884.0
516,lenovo,legion y520-15ikbn,gaming,15.6,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,8,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,no os,2.4kg,124092.0
517,dell,xps 13,ultrabook,13.3,ips panel full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,8,128gb ssd,intel hd graphics 620,windows,1.29kg,97092.0
518,acer,aspire a515-51g,notebook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,4,500gb hdd,nvidia geforce 940mx,windows,2.2kg,69012.0
519,dell,vostro 5568,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8,1tb hdd,intel hd graphics 620,windows,2.18kg,90288.0
520,dell,inspiron 5570,notebook,15.6,full hd 1920x1080,intel core i7 8550u 1.8ghz,16,256gb ssd +  2tb hdd,amd radeon 530,windows,2.2kg,131677.92
521,xiaomi,mi notebook,notebook,15.6,ips panel full hd 1920x1080,intel core i7 8550u 1.8ghz,16,256gb ssd,nvidia geforce mx150,no os,1.95kg,151194.6
522,asus,vivobook e12,netbook,11.6,1366x768,intel celeron dual core n3350 1.1ghz,2,32gb flash storage,intel hd graphics 500,windows,1.1kg,26460.0
523,hp,15-bs190od (i5-8250u/4gb/1tb/w10),notebook,15.6,touchscreen 1366x768,intel core i5 8250u 1.6ghz,4,1tb hdd,intel uhd graphics 620,windows,2.04kg,56318.76
524,asus,rog zephyrus,gaming,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,24,512gb ssd,nvidia geforce gtx1080,windows,2.24kg,320544.0
525,hp,probook 450,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,nvidia geforce 930mx,windows,2.04kg,96012.0
526,asus,fx753ve-gc155t (i7-7700hq/16gb/1tb,gaming,17.3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx1050 ti,windows,3kg,162432.0
527,lenovo,legion y720-15ikb,gaming,15.6,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,8,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,3.2kg,151092.0
528,hp,spectre x360,ultrabook,13.3,ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,8,256gb ssd,intel hd graphics 620,windows,1.32kg,151092.0
529,dell,latitude 5480,notebook,14.0,full hd 1920x1080,intel core i5 7300u 2.6ghz,8,256gb ssd,intel hd graphics 620,windows,1.64kg,138210.84
530,hp,probook 440,notebook,15.6,1366x768,intel core i3 6006u 2ghz,4,128gb ssd,intel hd graphics 520,windows,1.63kg,74412.0
531,dell,inspiron 5770,notebook,17.3,ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,8,128gb ssd +  1tb hdd,amd radeon 530,linux,2.8kg,96012.0
532,lenovo,thinkpad l470,notebook,14.0,full hd 1920x1080,intel core i5 6200u 2.3ghz,8,256gb ssd,intel hd graphics 520,windows 7,2.02kg,144720.0
533,lenovo,ideapad 320-15ikb,notebook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,4,1tb hdd,nvidia geforce 920mx,windows,2.2kg,86292.0
534,lenovo,ideapad 320-15isk,notebook,15.6,1366x768,intel core i3 6006u 2ghz,8,2tb hdd,nvidia geforce 920mx,no os,2.2kg,49572.0
535,dell,inspiron 3567,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,4,500gb hdd,amd radeon r5 m430,windows,2.3kg,63180.0
536,dell,latitude 5580,notebook,15.6,full hd 1920x1080,intel core i5 7440hq 2.8ghz,8,256gb ssd,intel hd graphics 620,windows,1.9kg,148716.0
537,dell,alienware 17,gaming,17.3,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,128gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows,4.42kg,325379.16
538,toshiba,satellite pro,notebook,15.6,ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8,500gb hdd,intel hd graphics 620,windows,2.0kg,92880.0
539,asus,zenbook ux510uw-fi095t,notebook,15.6,ips panel 4k ultra hd 3840x2160,intel core i7 7500u 2.7ghz,8,256gb ssd +  1tb hdd,nvidia geforce gtx 960m,windows,2kg,140292.0
540,mediacom,smartbook edge,notebook,13.3,ips panel full hd 1920x1080,intel celeron quad core n3450 1.1ghz,4,32gb ssd,intel hd graphics 500,windows,1.2kg,39852.0
541,asus,rog strix,gaming,15.6,ips panel full hd 1920x1080,intel core i5 7300hq 2.5ghz,8,128gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,2.3kg,178092.0
542,dell,latitude 5580,notebook,15.6,full hd 1920x1080,intel core i7 7600u 2.8ghz,8,256gb ssd,nvidia geforce 930mx,windows,1.93kg,147852.0
543,dell,inspiron 5570,notebook,15.6,full hd 1920x1080,intel core i5 8250u 1.6ghz,8,256gb ssd,amd radeon 530,windows,2.2kg,86120.28
544,hp,250 g6,notebook,15.6,full hd 1920x1080,intel pentium quad core n3710 1.6ghz,4,256gb ssd,intel hd graphics 405,windows,1.86kg,43090.92
545,hp,omen 15-ce006nv,gaming,17.3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,12,1tb hdd,nvidia geforce gtx 1060,windows,2.62kg,194292.0
546,lenovo,thinkpad e470,notebook,14.0,ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,8,256gb ssd,nvidia geforce 940mx,windows,1.87kg,92772.0
547,dell,xps 13,ultrabook,13.3,quad hd+ / touchscreen 3200x1800,intel core i7 8550u 1.8ghz,8,256gb ssd,intel uhd graphics 620,windows,1.2kg,151092.0
548,dell,vostro 5468,notebook,14.0,full hd 1920x1080,intel core i3 6006u 2ghz,4,128gb ssd,intel hd graphics 520,windows,1.6kg,79473.96
549,hp,envy 13-ab020nr,ultrabook,13.3,ips panel quad hd+ 3200x1800,intel core i7 7500u 2.7ghz,8,256gb ssd,intel hd graphics 620,windows,1.34kg,123660.0
550,acer,aspire 7,gaming,15.6,full hd 1920x1080,intel core i5 7300hq 2.5ghz,8,1tb hdd,nvidia geforce gtx 1050,linux,2.4kg,86184.0
551,asus,vivobook x540ya-xx519t,notebook,15.6,1366x768,amd e-series 7110 1.8ghz,4,500gb hdd,amd radeon r2 graphics,windows,2kg,37692.0
552,hp,probook 450,notebook,15.6,full hd 1920x1080,intel core i3 7100u 2.4ghz,4,128gb ssd,intel hd graphics 620,windows,2.1kg,76194.0
553,lenovo,thinkpad e470,notebook,14.0,full hd 1920x1080,intel core i5 7200u 2.5ghz,4,500gb hdd,intel hd graphics 620,windows,1.87kg,84780.0
554,lenovo,v310-15isk (i5-6200u/4gb/1tb/fhd/no,notebook,15.6,full hd 1920x1080,intel core i5 6200u 2.3ghz,4,1tb hdd,intel hd graphics 520,no os,2.15kg,49933.8
555,hp,250 g6,notebook,15.6,full hd 1920x1080,intel core i3 6006u 2ghz,4,500gb hdd,intel hd graphics 520,windows,1.86kg,42876.0
556,lenovo,thinkpad t570,notebook,15.6,ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,8,512gb ssd,intel hd graphics 620,windows,1.99kg,186732.0
557,lenovo,ideapad 320-15isk,notebook,15.6,full hd 1920x1080,intel core i3 6006u 2ghz,4,128gb ssd,intel hd graphics 520,windows,2.2kg,53892.0
558,dell,latitude 5580,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,1.9kg,120634.92
559,dell,alienware 17,gaming,17.3,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows,4.42kg,291492.0
560,hp,17-x047na (i3-6006u/8gb/1tb/w10),notebook,17.3,1600x900,intel core i3 6006u 2ghz,8,1tb hdd,intel hd graphics 520,windows,2.65kg,58768.2
561,hp,probook 470,notebook,17.3,full hd 1920x1080,intel core i7 7500u 2.7ghz,8,1tb hdd,nvidia geforce 930mx,windows,2.63kg,138240.0
562,asus,a541na-go342 (n3350/4gb/500gb/linux),notebook,15.6,1366x768,intel celeron dual core n3350 1.1ghz,4,500gb hdd,intel hd graphics 500,linux,2kg,24192.0
563,mediacom,smartbook 130,notebook,13.3,ips panel full hd 1920x1080,intel atom x5-z8350 1.44ghz,4,32gb flash storage,intel hd graphics,windows,1.35kg,27540.0
564,lenovo,ideapad 320-17ikb,notebook,17.3,1600x900,intel core i7 7500u 2.7ghz,6,128gb ssd +  1tb hdd,nvidia geforce 940mx,windows,2.8kg,102492.0
565,hp,15-bw007nv (a10-9620p/6gb/128gb/radeon,notebook,15.6,ips panel full hd 1920x1080,amd a10-series a10-9620p 2.5ghz,6,128gb ssd,amd radeon 530,windows,1.91kg,61441.2
566,dell,vostro 3568,notebook,15.6,1366x768,intel core i3 6006u 2ghz,4,1tb hdd,amd radeon r5 m420,windows,2.18kg,66733.2
567,acer,spin sp111-31,2 in 1 convertible,11.6,ips panel full hd / touchscreen 1920x1080,intel celeron dual core n3350 2.0ghz,4,32gb flash storage,intel hd graphics 500,windows,1.25kg,37692.0
568,lenovo,v330-15ikb (i3-7130u/4gb/128gb/fhd/w10),notebook,15.6,full hd 1920x1080,intel core i3 7130u 2.7ghz,4,128gb ssd,intel hd graphics 620,windows,2.05kg,68040.0
569,hp,elitebook 1030,ultrabook,13.3,ips panel quad hd+ / touchscreen 3200x1800,intel core m 6y75 1.2ghz,16,512gb ssd,intel hd graphics 515,windows,1.16kg,212220.0
570,lenovo,thinkpad p71,notebook,17.3,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,8,256gb ssd,nvidia quadro m620m,windows,3.4kg,323892.0
571,asus,fx553vd-dm627t (i5-7300hq/8gb/1tb,notebook,15.6,full hd 1920x1080,intel core i5 7300hq 2.5ghz,8,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows,2.5kg,90612.0
572,dell,xps 13,ultrabook,13.3,ips panel 4k ultra hd / touchscreen 3840x2160,intel core i5 8250u 1.6ghz,8,128gb ssd,intel uhd graphics 620,windows,1.21kg,172692.0
573,dell,latitude 5580,notebook,15.6,1366x768,intel core i5 7300u 2.6ghz,4,500gb hdd,intel hd graphics 620,windows,1.93kg,103572.0
574,fujitsu,lifebook a557,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,8,1tb hdd,intel hd graphics 620,windows,2.2kg,79812.0
575,lenovo,ideapad 320-15iap,notebook,15.6,full hd 1920x1080,intel pentium quad core n4200 1.1ghz,4,500gb hdd,intel hd graphics 505,windows,2.2kg,37152.0
576,lenovo,thinkpad l470,notebook,14.0,1366x768,intel core i5 7200u 2.5ghz,4,500gb hdd,intel hd graphics 620,windows,2.02kg,106920.0
577,hp,zbook 17,workstation,17.3,1600x900,intel core i5 7440hq 2.8ghz,8,500gb hdd,nvidia quadro m1200,windows,3.14kg,200986.92
578,hp,14-am079na (n3710/8gb/2tb/w10),notebook,14.0,1366x768,intel pentium quad core n3710 1.6ghz,8,2tb hdd,intel hd graphics 405,windows,1.94kg,42012.0
579,hp,15-cd005nv (a9-9420/6gb/256gb/radeon,notebook,15.6,ips panel full hd 1920x1080,amd a9-series a9-9420 3ghz,6,256gb ssd,amd radeon 530,windows,1.95kg,70092.0
580,lenovo,thinkpad e570,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,2.3kg,89640.0
581,lenovo,v330-15ikb (i5-8250u/4gb/500gb/fhd/w10),notebook,15.6,full hd 1920x1080,intel core i5 8250u 1.6ghz,4,500gb hdd,intel hd graphics 620,windows,2.05kg,73980.0
582,mediacom,smartbook 141,notebook,14.0,full hd 1920x1080,intel atom x5-z8350 1.44ghz,4,32gb ssd,intel hd graphics,windows,1.4kg,26892.0
583,toshiba,tecra x40-d-10h,ultrabook,14.0,full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,16,512gb ssd,intel hd graphics 620,windows,1.24kg,201420.0
584,lenovo,ideapad y910-17isk,gaming,17.3,ips panel full hd 1920x1080,intel core i7 6820hk 2.7ghz,32,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows,4.6kg,287604.0
585,msi,gt73vr titan,gaming,17.3,full hd 1920x1080,intel core i7 7820hk 2.9ghz,16,512gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows,4.14kg,294732.0
586,dell,inspiron 3567,notebook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,8,256gb ssd,amd radeon r5 m430,linux,2.2kg,80893.08
587,mediacom,smartbook edge,notebook,14.0,ips panel full hd 1920x1080,intel celeron quad core n3450 1.1ghz,4,32gb ssd,intel hd graphics 500,windows,1.45kg,42012.0
588,dell,latitude 5580,notebook,15.6,1366x768,intel core i5 7300u 2.6ghz,8,500gb hdd,intel hd graphics 620,windows,1.9kg,108920.16
589,hp,probook 430,notebook,13.3,full hd 1920x1080,intel core i3 7100u 2.4ghz,4,128gb ssd,intel hd graphics 620,windows,1.49kg,77652.0
590,dell,latitude 5580,notebook,15.6,full hd 1920x1080,intel core i7 7600u 2.8ghz,16,256gb ssd,nvidia geforce 930mx,windows,1.93kg,166038.12000000002
591,dell,chromebook 11,netbook,11.6,1366x768,intel celeron dual core n3060 1.6ghz,4,16gb flash storage,intel hd graphics 400,chrome os,1.26kg,31860.0
592,msi,gt80s 6qe,gaming,17.3,full hd 1920x1080,intel core i7 6820hk 2.7ghz,16,128gb ssd +  1tb hdd,nvidia geforce gtx 980m,windows,4.5kg,253692.0
593,hp,omen 17-an010nv,gaming,17.3,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows,3.78kg,161784.0
594,lenovo,thinkpad t460s,ultrabook,14.0,ips panel full hd 1920x1080,intel core i7 6600u 2.6ghz,12,256gb ssd,intel hd graphics 520,windows,1.4kg,180684.0
595,lenovo,ideapad 320-15ikbr,notebook,15.6,touchscreen 1366x768,intel core i7 8550u 1.8ghz,12,1tb hdd,intel hd graphics 620,windows,2.2kg,65772.0
596,asus,rog strix,gaming,17.3,ips panel full hd 1920x1080,intel core i5 7300hq 2.5ghz,8,128gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,2.73kg,191160.0
597,asus,tp501ua-cj131t (i5-7200u/8gb/1tb/w10),2 in 1 convertible,15.6,touchscreen 1366x768,intel core i5 7200u 2.5ghz,8,1tb hdd,intel hd graphics 520,windows,2.2kg,79812.0
598,lenovo,ideapad 320-15abr,notebook,15.6,full hd 1920x1080,amd a12-series 9720p 3.6ghz,12,512gb ssd,amd radeon 530,windows,2.2kg,102492.0
599,dell,inspiron 3179,2 in 1 convertible,11.6,touchscreen 1366x768,intel core m 7y30 1.0ghz,4,128gb ssd,intel hd graphics 615,windows,1.39kg,65124.0
600,samsung,notebook odyssey,notebook,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows,2.5kg,183492.0
601,lenovo,v320-17isk (i3-6006u/4gb/500gb/fhd/no,notebook,17.3,full hd 1920x1080,intel core i3 6006u 2ghz,4,500gb hdd,intel hd graphics 520,no os,2.8kg,57132.0
602,lenovo,ideapad 110-15isk,notebook,15.6,1366x768,intel core i3 6100u 2.3ghz,8,1tb hdd,intel hd graphics 520,windows,2.29kg,49572.0
603,lenovo,thinkpad yoga,2 in 1 convertible,13.3,ips panel full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,8,512gb ssd,intel hd graphics 620,windows,1.37kg,218700.0
604,lenovo,thinkpad t470p,notebook,14.0,ips panel full hd 1920x1080,intel core i5 7300hq 2.5ghz,8,256gb ssd,intel hd graphics 630,windows,1.7kg,159192.0
605,dell,latitude 5289,2 in 1 convertible,12.5,full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,1.34kg,180360.0
606,dell,precision 3520,workstation,15.6,full hd / touchscreen 1920x1080,intel core i7 7700hq 2.8ghz,8,256gb ssd,nvidia quadro m620,windows,2.06kg,190404.0
607,hp,elitebook 850,notebook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,8,256gb ssd,intel hd graphics 620,windows,1.84kg,131652.0
608,hp,probook 450,notebook,15.6,1366x768,intel core i3 7100u 2.4ghz,4,500gb hdd,intel hd graphics 620,windows,2.1kg,72195.84
609,acer,aspire 1,notebook,14.0,full hd 1920x1080,intel celeron quad core n3450 1.1ghz,4,32gb flash storage,intel hd graphics 500,windows,1.6kg,35532.0
610,msi,laptop msi,gaming,17.3,full hd 1920x1080,intel core i7 6820hk 2.7ghz,16,128gb ssd +  1tb hdd,nvidia geforce gtx 970m,windows,4.14kg,237492.0
611,dell,vostro 3568,notebook,15.6,1366x768,intel core i3 6006u 2ghz,4,1tb hdd,amd radeon r5 m420,linux,2.18kg,50220.0
612,msi,gs63vr 7rf,gaming,15.6,4k ultra hd 3840x2160,intel core i7 7700hq 2.8ghz,16,256gb ssd +  2tb hdd,nvidia geforce gtx 1060,windows,1.8kg,248292.0
613,toshiba,tecra z50-c-144,notebook,15.6,ips panel full hd 1920x1080,intel core i7 6500u 2.5ghz,8,256gb ssd,intel hd graphics 520,windows,2.2kg,151092.0
614,lenovo,ideapad 310-15ikb,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,6,1tb hdd,intel hd graphics 620,windows,2.4kg,60912.0
615,lenovo,yoga 720-15ikb,2 in 1 convertible,15.6,ips panel full hd / touchscreen 1920x1080,intel core i7 7700hq 2.8ghz,8,256gb ssd,intel hd graphics 630,windows,2kg,140292.0
616,acer,swift sf114-31-p5hy,notebook,14.0,1366x768,intel pentium quad core n3710 1.6ghz,4,128gb flash storage,intel hd graphics 405,windows,1.6kg,37692.0
617,lenovo,thinkpad p51,notebook,15.6,ips panel 4k ultra hd 3840x2160,intel xeon e3-1535m v6 3.1ghz,32,1tb ssd,nvidia quadro m2200m,windows,2.5kg,529092.0
618,dell,inspiron 7559,gaming,15.6,full hd 1920x1080,intel core i7 6700hq 2.6ghz,16,1tb hdd,nvidia geforce gtx 960<u+039c>,windows,2.59kg,94933.08
619,dell,vostro 3568,notebook,15.6,1366x768,intel core i3 6006u 2.0ghz,4,1tb hdd,intel hd graphics 520,linux,2.18kg,47941.2
620,dell,inspiron 3567,notebook,15.6,1366x768,intel core i3 6006u 2.0ghz,4,1tb hdd,intel hd graphics 520,linux,2.25kg,38772.0
621,dell,latitude 5580,notebook,15.6,1366x768,intel core i5 7300u 2.6ghz,4,500gb hdd,intel hd graphics 620,linux,1.93kg,93852.0
622,asus,fx753vd-gc007t (i7-7700hq/8gb/1tb,gaming,17.3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows,3kg,126144.0
623,dell,vostro 3568,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,4,128gb ssd,amd radeon r5 m420,linux,2.18kg,61452.0
624,hp,elitebook 850,ultrabook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,8,512gb ssd,intel hd graphics 620,windows,1.84kg,150012.0
625,msi,gt62vr 7re,gaming,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows,2.94kg,244928.88
626,acer,cb5-132t-c9kk (n3160/4gb/32gb/chrome,2 in 1 convertible,11.6,ips panel touchscreen 1366x768,intel celeron quad core n3160 1.6ghz,4,32gb flash storage,intel hd graphics 400,chrome os,1.25kg,40932.0
627,hp,probook 650,notebook,14.0,1366x768,intel core i5 7300u 2.6ghz,8,256gb ssd,intel hd graphics 620,windows,2.31kg,121392.0
628,lenovo,thinkpad t470,notebook,14.0,full hd 1920x1080,intel core i5 6200u 2.3ghz,8,256gb ssd,intel hd graphics 520,windows 7,1.65kg,158220.0
629,dell,inspiron 5570,notebook,15.6,full hd 1920x1080,intel core i5 8250u 1.6ghz,4,1tb hdd,amd radeon 530,windows,2.2kg,83808.0
630,fujitsu,lifebook a557,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,2.2kg,86292.0
631,hp,elitebook 850,notebook,15.6,1366x768,intel core i5 6200u 2.3ghz,4,500gb hdd,intel hd graphics 520,windows 7,1.88kg,100656.0
632,lenovo,ideapad 320-15ikb,notebook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,8,1tb hdd,nvidia geforce 920mx,windows,2.2kg,97092.0
633,mediacom,smartbook 140,notebook,14.0,full hd 1920x1080,intel atom x5-z8350 1.44ghz,2,32gb flash storage,intel hd graphics,windows,1.4kg,25812.0
634,lenovo,ideapad 320-15ikbn,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,4,128gb ssd,intel hd graphics 620,no os,2.2kg,50544.0
635,asus,q304ua-bhi5t11 (i5-7200u/6gb/1tb/fhd/w10),2 in 1 convertible,13.3,full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,6,1tb hdd,intel hd graphics 620,windows,1.5kg,69013.08
636,dell,xps 15,notebook,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8,256gb ssd,nvidia geforce gtx 1050,windows,2kg,196560.0
637,asus,zenbook 3,ultrabook,14.0,full hd 1920x1080,intel core i7 7500u 2.7ghz,16,512gb ssd,intel hd graphics 620,windows,1.1kg,205200.0
639,dell,inspiron 7567,gaming,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 1050 ti,windows,2.62kg,159732.0
640,lenovo,v330-15ikb (i5-8250u/4gb/256gb/fhd/w10),notebook,15.6,full hd 1920x1080,intel core i5 8250u 1.6ghz,4,256gb ssd,intel uhd graphics 620,windows,1.8kg,89532.0
641,lenovo,ideapad 320-15isk,notebook,15.6,full hd 1920x1080,intel core i3 6006u 2ghz,4,1tb hdd,nvidia geforce 920mx,windows,2.2kg,62532.0
642,asus,x541na-go414t (n3350/8gb/1tb/w10),notebook,15.6,1366x768,intel celeron dual core n3350 1.1ghz,8,1tb hdd,intel hd graphics 500,windows,2kg,43092.0
643,asus,vivobook pro,notebook,15.6,full hd 1920x1080,intel core i5 7300hq 2.5ghz,8,1tb hdd,nvidia geforce gtx 1050,windows,1.99kg,97914.96
644,dell,xps 13,ultrabook,13.3,quad hd+ / touchscreen 3200x1800,intel core i5 8250u 1.6ghz,8,256gb ssd,intel uhd graphics 620,windows,1.23kg,201852.0
